web-scraper-order,web-scraper-start-url,category_link,category_link-href,subcategory_link,subcategory_link-href,product_link,product_link-href,name,entero,decimal
"1572320234-200","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Lechuga, Espinaca y Hojas Verdes (19)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/lechuga-espinaca-y-hojas-verdes?PS=24","Lechuga Entera VERDE PURO","https://www.plazavea.com.pe/lechuga-entera-verde-puro/p","Lechuga Entera VERDE PURO","6",".99"
"1572320268-201","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Lechuga, Espinaca y Hojas Verdes (19)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/lechuga-espinaca-y-hojas-verdes?PS=24","Lechuga Seda Hidropónica LA FLORENCIA Bolsa 120g","https://www.plazavea.com.pe/lechuga-seda-hidroponica-la-florencia-bolsa-120g/p","Lechuga Seda Hidropónica LA FLORENCIA Bolsa 120g","2",".29"
"1572319919-139","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Ensalada Rusa Precocida GREEN FOOD Bolsa 400g","https://www.plazavea.com.pe/ensalada-rusa-precocida-green-food-bolsa-400g/p","Ensalada Rusa Precocida GREEN FOOD Bolsa 400g","7",".39"
"1572320004-151","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Hongos y Setas (6)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/hongos-y-setas?PS=24","Champiñón Crimini Picado PACCU Bandeja 200g","https://www.plazavea.com.pe/champinon-crimini-picado-paccu-bandeja-200g/p","Champiñón Crimini Picado PACCU Bandeja 200g","6",".49"
"1572320163-184","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Choclo, Arvejas, Vainitas, Habas y Otras Legumbres (6)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/choclo-arvejas-vainitas-habas-y-otras-legumbres?PS=24","Choclo x unidad","https://www.plazavea.com.pe/choclo-x-unidad/p","Choclo x unidad","1",".99"
"1572320056-162","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Zanahoria, Beterraga, Rabanito y Otras Raíces (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/zanahoria-beterraga-rabanito-y-otras-raices?PS=24","Zanahoria Entera","https://www.plazavea.com.pe/zanahoria-entera/p","Zanahoria Entera","1",".99"
"1572319993-148","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Hongos y Setas (6)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/hongos-y-setas?PS=24","Champiñones Picados PACCU Bandeja 200g","https://www.plazavea.com.pe/champinones-picados-paccu-bandeja-200g/p","Champiñones Picados PACCU Bandeja 200g","5",".30"
"1572319857-124","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Berros Hidropónicos VERDE PURO Táper 120g","https://www.plazavea.com.pe/berros-hidroponicos-verde-puro-taper-120g/p","Berros Hidropónicos VERDE PURO Táper 120g","8",".99"
"1572319926-141","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Cebolla Picada LA FLORENCIA Bandeja 200g","https://www.plazavea.com.pe/cebolla-picada-la-florencia-bandeja-200g/p","Cebolla Picada LA FLORENCIA Bandeja 200g","6",".99"
"1572320111-174","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Tomate, Pepino, Pimiento y Rocoto (7)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/tomate-pepino-pimiento-y-rocoto?PS=24","Pimiento Morrón","https://www.plazavea.com.pe/pimiento-morron/p","Pimiento Morrón","5",".99"
"1572320182-188","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Hierbas e Infusiones (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/hierbas-e-infusiones?PS=24","Hierba Buena x unidad","https://www.plazavea.com.pe/hierba-buena-x-unidad/p","Hierba Buena x unidad","1",".49"
"1572320052-161","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Zanahoria, Beterraga, Rabanito y Otras Raíces (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/zanahoria-beterraga-rabanito-y-otras-raices?PS=24","Rabanito LA FLORENCIA Bolsa 400g","https://www.plazavea.com.pe/rabanito-la-florencia-bolsa-400g/p","Rabanito LA FLORENCIA Bolsa 400g","2",".50"
"1572320305-209","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Apio, Espárrago y Otros Tallos (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/apio-esparrago-y-otros-tallos?PS=24","Poro x unidad","https://www.plazavea.com.pe/poro-x-unidad/p","Poro x unidad","1",".49"
"1572320198-191","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Lechuga, Espinaca y Hojas Verdes (19)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/lechuga-espinaca-y-hojas-verdes?PS=24","Lechuga Americana VITTAFRESH Bolsa Unidad","https://www.plazavea.com.pe/lechuga-americana-vittafresh-bolsa-unidad/p","Lechuga Americana VITTAFRESH Bolsa Unidad","3",".70"
"1572320552-255","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Maracuyá, Granadilla y Tumbo (3)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/maracuya-granadilla-y-tumbo?PS=24","Maracuyá","https://www.plazavea.com.pe/maracuya/p","Maracuyá","3",".99"
"1572320174-186","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Hierbas e Infusiones (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/hierbas-e-infusiones?PS=24","Culantro x unidad","https://www.plazavea.com.pe/culantro-x-unidad/p","Culantro x unidad","1",".50"
"1572320028-156","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Congeladas (8)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-congeladas?PS=24","Papa Prefrita COCINERO Tumbay Bolsa 700g","https://www.plazavea.com.pe/papa-prefrita-cocinero-tumbay-bolsa-700g/p","Papa Prefrita COCINERO Tumbay Bolsa 700g","7",".90"
"1572319891-132","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Verdura Picada para Sopa de Verduras LA FLORENCIA Bandeja 500g","https://www.plazavea.com.pe/verdura-picada-para-sopa-de-verduras-la-florencia-bandeja-500g/p","Verdura Picada para Sopa de Verduras LA FLORENCIA Bandeja 500g","8",".50"
"1572320178-187","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Hierbas e Infusiones (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/hierbas-e-infusiones?PS=24","Huacatay x unidad","https://www.plazavea.com.pe/huacatay-x-unidad/p","Huacatay x unidad","0",".99"
"1572320043-159","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Zanahoria, Beterraga, Rabanito y Otras Raíces (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/zanahoria-beterraga-rabanito-y-otras-raices?PS=24","Kion","https://www.plazavea.com.pe/kion/p","Kion","4",".69"
"1572319862-125","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Ensalada VITTAFRESH Mix col y zanahoria Bandeja 250g","https://www.plazavea.com.pe/ensalada-vittafresh-mix-col-y-zanahoria-bolsa-250gr/p","Ensalada VITTAFRESH Mix col y zanahoria Bandeja 250g","3",".99"
"1572320213-195","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Lechuga, Espinaca y Hojas Verdes (19)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/lechuga-espinaca-y-hojas-verdes?PS=24","Lechuga Crespa VITTA FRESH Bolsa 250g","https://www.plazavea.com.pe/lechuga-crespa-vitta-fresh-bolsa-250g/p","Lechuga Crespa VITTA FRESH Bolsa 250g","2",".79"
"1572320091-170","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Papa, Camote, Yuca y Otros Tubérculos (10)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/papa-camote-yuca-y-otros-tuberculos?PS=24","Papa Amarilla Peruanita","https://www.plazavea.com.pe/papa-amarilla-peruanita/p","Papa Amarilla Peruanita","4",".70"
"1572320076-166","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Papa, Camote, Yuca y Otros Tubérculos (10)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/papa-camote-yuca-y-otros-tuberculos?PS=24","Papa Huayro","https://www.plazavea.com.pe/papa-huayro-x-kilo/p","Papa Huayro","4",".20"
"1572320326-213","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Brócoli, Coliflor y Alcachofa (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/brocoli-coliflor-y-alcachofa?PS=24","Fondo de Alcachofa LA FLORENCIA Bolsa 250g","https://www.plazavea.com.pe/fondo-de-alcachofa-la-florencia-bolsa-250g/p","Fondo de Alcachofa LA FLORENCIA Bolsa 250g","16",".99"
"1572319997-149","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Hongos y Setas (6)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/hongos-y-setas?PS=24","Champiñones Enteros PACCU Bandeja 200g","https://www.plazavea.com.pe/champinon-paccu-bandeja-200g/p","Champiñones Enteros PACCU Bandeja 200g","5",".99"
"1572320430-228","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Zapallo, Berenjena y Caigua (6)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/zapallo-berenjena-y-caigua?PS=24","Caigua x unidad","https://www.plazavea.com.pe/caigua-x-unidad/p","Caigua x unidad","0",".89"
"1572319903-135","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Verdura Picada para Tallarín Saltado LA FLORENCIA Bandeja 400g","https://www.plazavea.com.pe/verdura-picada-para-tallarin-saltado-la-florencia-bandeja-400g/p","Verdura Picada para Tallarín Saltado LA FLORENCIA Bandeja 400g","9",".90"
"1572320758-294","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Naranjas y Mandarinas y Frutas Cítricas (5)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/naranjas-y-mandarinas-y-frutas-citricas?PS=24","Mandarina HAPPY FRUT","https://www.plazavea.com.pe/mandarina-happy-frut/p","Mandarina HAPPY FRUT","3",".49"
"1572319935-143","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Sopa Andina LA FLORENCIA Bandeja 500g","https://www.plazavea.com.pe/sopa-andina-la-florencia-bandeja-500g/p","Sopa Andina LA FLORENCIA Bandeja 500g","9",".50"
"1572320672-275","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Manzanas, Peras y Membrillos (8)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/manzanas-peras-y-membrillos?PS=24","Manzana Verde Importada","https://www.plazavea.com.pe/manzana-verde-importada/p","Manzana Verde Importada","7",".99"
"1572320218-196","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Lechuga, Espinaca y Hojas Verdes (19)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/lechuga-espinaca-y-hojas-verdes?PS=24","Lechuga Americana LA FLORENCIA Bolsa 300g","https://www.plazavea.com.pe/lechuga-americana-la-florencia-bolsa-300g/p","Lechuga Americana LA FLORENCIA Bolsa 300g","1",".79"
"1572320712-284","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Chirimoya, Lúcuma, Carambola y Frutas Exóticas (10)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/chirimoya-lucuma-carambola-y-frutas-exoticas?PS=24","Lúcuma Madura LA FLORENCIA","https://www.plazavea.com.pe/lucuma-madura-la-florencia/p","Lúcuma Madura LA FLORENCIA","10",".99"
"1572320642-269","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Frutas Picadas y Preparadas (10)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/frutas-picadas-y-preparadas?PS=24","Piña Deshidratada en Trozos GOLDEN Empaque 50g","https://www.plazavea.com.pe/pina-deshidratada-en-trozos-golden-empaque-50g/p","Piña Deshidratada en Trozos GOLDEN Empaque 50g","4",".99"
"1572320474-237","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Plátanos y Uvas (8)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/platanos-y-uvas?PS=24","Plátano de Seda LA FLORENCIA Línea Orgánica","https://www.plazavea.com.pe/platano-de-seda-la-florencia-linea-organica/p","Plátano de Seda LA FLORENCIA Línea Orgánica","2",".99"
"1572320120-176","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Tomate, Pepino, Pimiento y Rocoto (7)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/tomate-pepino-pimiento-y-rocoto?PS=24","Rocoto x unidad","https://www.plazavea.com.pe/rocoto-x-unidad/p","Rocoto x unidad","0",".89"
"1572320645-270","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Frutas Picadas y Preparadas (10)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/frutas-picadas-y-preparadas?PS=24","Dátiles EL DATIL Bandeja 130g","https://www.plazavea.com.pe/datiles-el-datil-bandeja-130g/p","Dátiles EL DATIL Bandeja 130g","10",".49"
"1572320128-178","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Tomate, Pepino, Pimiento y Rocoto (7)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/tomate-pepino-pimiento-y-rocoto?PS=24","Tomate Cherry INCATOM Paquete 200g","https://www.plazavea.com.pe/tomate-cherry-incatom-paquete-200g/p","Tomate Cherry INCATOM Paquete 200g","5",".49"
"1572320125-177","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Tomate, Pepino, Pimiento y Rocoto (7)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/tomate-pepino-pimiento-y-rocoto?PS=24","Tomate ICATOM Ideal para Ensaladas","https://www.plazavea.com.pe/tomate-icatom-ideal-para-ensaladas/p","Tomate ICATOM Ideal para Ensaladas","5",".69"
"1572320314-211","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Apio, Espárrago y Otros Tallos (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/apio-esparrago-y-otros-tallos?PS=24","Apio en Bastones VITTAFRESH Bolsa 200g","https://www.plazavea.com.pe/apio-verde-en-bastones-vittafresh-bolsa-200g/p","Apio en Bastones VITTAFRESH Bolsa 200g","5",".90"
"1572320071-165","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Papa, Camote, Yuca y Otros Tubérculos (10)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/papa-camote-yuca-y-otros-tuberculos?PS=24","Olluco","https://www.plazavea.com.pe/olluco-por-kilo/p","Olluco","8",".49"
"1572320393-221","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Cebolla, Limón, Ajo y Ají (12)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/cebolla-limon-ajo-y-aji?PS=24","Ajo Pelado COSECHA ROMERO Paquete 250g","https://www.plazavea.com.pe/ajo-pelado-cosecha-romero-paquete-250g/p","Ajo Pelado COSECHA ROMERO Paquete 250g","8",".40"
"1572320100-172","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Papa, Camote, Yuca y Otros Tubérculos (10)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/papa-camote-yuca-y-otros-tuberculos?PS=24","Papa Blanca Procesada","https://www.plazavea.com.pe/papa-blanca-procesada/p","Papa Blanca Procesada","2",".99"
"1572320635-267","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Frutas Picadas y Preparadas (10)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/frutas-picadas-y-preparadas?PS=24","Ensalada de Piña, Sandía y Papaya SOLEI Bandeja 300g","https://www.plazavea.com.pe/ensalada-de-pina-sandia-y-papaya-solei-bandeja-300g/p","Ensalada de Piña, Sandía y Papaya SOLEI Bandeja 300g","5",".90"
"1572320280-204","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Lechuga, Espinaca y Hojas Verdes (19)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/lechuga-espinaca-y-hojas-verdes?PS=24","Lechuga Roja VITTA FRESH Bolsa Unidad","https://www.plazavea.com.pe/lechuga-roja-vitta-fresh-bolsa-unidad/p","Lechuga Roja VITTA FRESH Bolsa Unidad","3",".29"
"1572320434-229","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Zapallo, Berenjena y Caigua (6)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/zapallo-berenjena-y-caigua?PS=24","Zapallo Italiano x unidad","https://www.plazavea.com.pe/zapallo-italiano-x-unidad/p","Zapallo Italiano x unidad","1",".89"
"1572320521-248","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Sandía, Melón y Tuna (3)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/sandia-melon-y-tuna?PS=24","Melón Coquito","https://www.plazavea.com.pe/melon-coquito/p","Melón Coquito","4",".99"
"1572320230-199","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Lechuga, Espinaca y Hojas Verdes (19)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/lechuga-espinaca-y-hojas-verdes?PS=24","Lechuga Romana DELISALAD Bolsa 200g","https://www.plazavea.com.pe/lechuga-romana-delisalad-bolsa-200g/p","Lechuga Romana DELISALAD Bolsa 200g","2",".99"
"1572320500-243","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Papaya, Mango y Piña (6)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/papaya-mango-y-pina?PS=24","Piña Golden","https://www.plazavea.com.pe/pina-golden/p","Piña Golden","4",".59"
"1572320508-245","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Papaya, Mango y Piña (6)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/papaya-mango-y-pina?PS=24","Papaya en Trozos SOLEI Bandeja 300g","https://www.plazavea.com.pe/papaya-en-trozos-solei-bandeja-300g/p","Papaya en Trozos SOLEI Bandeja 300g","5",".99"
"1572320364-215","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Brócoli, Coliflor y Alcachofa (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/brocoli-coliflor-y-alcachofa?PS=24","Acelga LA FLORENCIA Bolsa 300g","https://www.plazavea.com.pe/acelga-la-florencia-bolsa-300g/p","Acelga LA FLORENCIA Bolsa 300g","2",".99"
"1572320276-203","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Lechuga, Espinaca y Hojas Verdes (19)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/lechuga-espinaca-y-hojas-verdes?PS=24","Lechuga Romana VITTA FRESH Bolsa Unidad","https://www.plazavea.com.pe/lechuga-romana-vitta-fresh-bolsa-unidad/p","Lechuga Romana VITTA FRESH Bolsa Unidad","2",".99"
"1572320185-189","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Hierbas e Infusiones (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/hierbas-e-infusiones?PS=24","Perejil x unidad","https://www.plazavea.com.pe/perejil-x-unidad/p","Perejil x unidad","1",".50"
"1572319866-126","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Ensalada Clásica VITTA FRESH Bolsa 180g","https://www.plazavea.com.pe/ensalada-clasica-vitta-fresh-bolsa-180g/p","Ensalada Clásica VITTA FRESH Bolsa 180g","3",".60"
"1572320039-158","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Zanahoria, Beterraga, Rabanito y Otras Raíces (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/zanahoria-beterraga-rabanito-y-otras-raices?PS=24","Beterraga x unidad","https://www.plazavea.com.pe/beterraga-x-unidad/p","Beterraga x unidad","2",".99"
"1572320716-285","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Chirimoya, Lúcuma, Carambola y Frutas Exóticas (10)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/chirimoya-lucuma-carambola-y-frutas-exoticas?PS=24","Maní Tostado en Cáscara Bolsa 250g","https://www.plazavea.com.pe/mani-tostado-en-cascara-bolsa-250g/p","Maní Tostado en Cáscara Bolsa 250g","5",".90"
