web-scraper-order,web-scraper-start-url,category,category-href,subcate,subcate-href,PRODU,PRODU-href,NAME,UNIDAD,PRECIO,PREC
"1572321735-380","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/11.02.01","","https://www.tottus.com.pe/tottus/product/TOTTUS/Aji-Limo/10164432?navAction=jump&navCount=156","Aji Limo   
										TOTTUS","50g es aprox. 2un","S/ 0.50","(
      S/ 9.99
    /KG)"
"1572321714-374","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/11.02.01","","https://www.tottus.com.pe/tottus/product/TOTTUS/Cebolla-Roja/40643507?navAction=jump&navCount=156","Cebolla Roja  
										TOTTUS","1Kg es aprox. 4un","S/ 1.49","(
      S/ 1.49
    /KG)"
"1572321476-310","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Masa Wantan y Otros","https://www.tottus.com.pe/tottus/browse/Masa-Wantan-y-Otros/cat1260026","","https://www.tottus.com.pe/tottus/product/SAN-SEN/Fideos-Chinos/10308498?navAction=jump&navCount=42","Fideos Chinos  
										SAN SEN","Bolsa x 500g","S/ 2.99",""
"1572322093-466","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Papayas, Piñas y Tropicales","https://www.tottus.com.pe/tottus/browse/Papayas,-Pi%C3%B1as-y-Tropicales/11.01.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Pi%C3%B1a-Golden/10184083?navAction=jump&navCount=334","Piña Golden   
										TOTTUS","2Kg es aprox. 1un","S/ 9.18","(
      S/ 4.59
    /KG)"
"1572321710-373","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/11.02.01","","https://www.tottus.com.pe/tottus/product/TOTTUS/Camote-Amarillo/20002755?navAction=jump&navCount=156","Camote Amarillo  
										TOTTUS","800g es aprox. 2un","S/ 1.27","(
      S/ 1.59
    /KG)"
"1572322056-456","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Papayas, Piñas y Tropicales","https://www.tottus.com.pe/tottus/browse/Papayas,-Pi%C3%B1as-y-Tropicales/11.01.09","","https://www.tottus.com.pe/tottus/product/EL-HUERTO/Mix-Berries-Aguaymanto-y-Blueberrie/41231059?navAction=jump&navCount=334","Mix Berries Aguaymanto y Blueberrie  
										EL HUERTO","Envase x 300g","S/ 9.99",""
"1572322127-475","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Manzanas, Plátanos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Manzanas,-Pl%C3%A1tanos-y-otros-B%C3%A1sicos/11.01.06","","https://www.tottus.com.pe/tottus/product/TOTTUS/Tuna-Verde/10162777?navAction=jump&navCount=364","Tuna Verde  
										TOTTUS","700g es aprox. 4un","S/ 5.59","(
      S/ 7.99
    /KG)"
"1572321576-338","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/cat1260023","","https://www.tottus.com.pe/tottus/product/TOTTUS/Hierba-Luisa/10162945?navAction=jump&navCount=82","Hierba Luisa   
										TOTTUS","Unidad","S/ 1.19",""
"1572321758-385","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Setas y Hongos","https://www.tottus.com.pe/tottus/browse/Setas-y-Hongos/cat1260020","","https://www.tottus.com.pe/tottus/product/PACCU/Champi%C3%B1on-Picado/10399391?navAction=jump&navCount=188","Champiñon Picado  
										PACCU","Envase x 200g","S/ 5.99",""
"1572321512-320","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Verdura China","https://www.tottus.com.pe/tottus/browse/Verdura-China/cat1260025","","https://www.tottus.com.pe/tottus/product/TOTTUS/Nabo/10163993?navAction=jump&navCount=52","Nabo   
										TOTTUS","Unidad","S/ 1.19",""
"1572321739-381","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/11.02.01","","https://www.tottus.com.pe/tottus/product/TOTTUS/Aji-Panca/10164456?navAction=jump&navCount=156","Aji Panca  
										TOTTUS","50g es aprox. 5un","S/ 1.50","(
      S/ 29.99
    /KG)"
"1572321744-382","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Paltas y Derivados","https://www.tottus.com.pe/tottus/browse/Paltas-y-Derivados/11.01.08","","https://www.tottus.com.pe/tottus/product/TOTTUS/Palta-Madura-(Consumo-en-el-D%C3%ADa)/10184084?navAction=jump&navCount=186","Palta Madura (Consumo en el Día)  
										TOTTUS","600g es aprox. 2un","S/ 9.23","(
      S/ 15.39
    /KG)"
"1572321885-417","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Brócoli, Apio y Hortalizas","https://www.tottus.com.pe/tottus/browse/Br%C3%B3coli,-Apio-y-Hortalizas/11.02.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Espinaca/10164401?navAction=jump&navCount=242","Espinaca   
										TOTTUS","400g es aprox. 1 bolsa","S/ 2.20","(
      S/ 5.49
    /KG)"
"1572321937-431","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Choclos, Tomates y Lechugas","https://www.tottus.com.pe/tottus/browse/Choclos,-Tomates-y-Lechugas/11.02.04","","https://www.tottus.com.pe/tottus/product/TOTTUS/Choclo-Serrano-Selecto/40349477?navAction=jump&navCount=272","Choclo Serrano Selecto   
										TOTTUS","Unidad","S/ 1.99",""
"1572321764-387","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Setas y Hongos","https://www.tottus.com.pe/tottus/browse/Setas-y-Hongos/cat1260020","","https://www.tottus.com.pe/tottus/product/PACCU/Champi%C3%B1on-Entero/10399262?navAction=jump&navCount=188","Champiñon Entero  
										PACCU","Envase x 200g","S/ 5.99",""
"1572321549-330","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/cat1260023","","https://www.tottus.com.pe/tottus/product/TOTTUS/Verduras-para-Sopa-de-Verduras/41076351?navAction=jump&navCount=82","Verduras para Sopa de Verduras   
										TOTTUS","Envase x 300g","S/ 5.99",""
"1572322024-449","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Paltas y Derivados","https://www.tottus.com.pe/tottus/browse/Paltas-y-Derivados/cat1260041","","https://www.tottus.com.pe/tottus/product/TOTTUS/Palta-Madura-(Consumo-en-el-D%C3%ADa)/10184084?navAction=jump&navCount=320","Palta Madura (Consumo en el Día)  
										TOTTUS","600g es aprox. 2un","S/ 9.23","(
      S/ 15.39
    /KG)"
"1572321963-436","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Frutas","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Frutas/cat1310036","Frutas importadas","https://www.tottus.com.pe/tottus/browse/Frutas-importadas/11.01.03","","https://www.tottus.com.pe/tottus/product/TOTTUS/Manzana-Granny-Smith-Importada/10161782?navAction=jump&navCount=290","Manzana Granny Smith Importada   
										TOTTUS","600g es aprox. 4un","S/ 4.49","(
      S/ 7.49
    /KG)"
"1572321426-295","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Ver todas","https://www.tottus.com.pe/tottus/browse/Ver-todas/cat1260029","","https://www.tottus.com.pe/tottus/product/TOTTUS/Frijol-Chino/10164962?navAction=jump&navCount=12","Frijol Chino   
										TOTTUS","200g es aprox. 1 puñado","S/ 1.20","(
      S/ 5.99
    /KG)"
"1572321448-302","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Ver todas","https://www.tottus.com.pe/tottus/browse/Ver-todas/cat1260029","","https://www.tottus.com.pe/tottus/product/TOTTUS/Ajo-Entero-sin-Pelar/10162009?navAction=jump&navCount=12","Ajo Entero sin Pelar  
										TOTTUS","70g es aprox. 2un","S/ 0.91","(
      S/ 12.99
    /KG)"
"1572322017-448","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Fresas y Berries","https://www.tottus.com.pe/tottus/browse/Fresas-y-Berries/cat1310035","","https://www.tottus.com.pe/tottus/product/TOTTUS/Blueberrie-Premium/41807558?navAction=jump&navCount=300","Blueberrie Premium  
										TOTTUS","Envase x 500g","S/ 11.99",""
"1572321573-337","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/cat1260023","","https://www.tottus.com.pe/tottus/product/TOTTUS/Culantro/40643098?navAction=jump&navCount=82","Culantro   
										TOTTUS","Atado","S/ 0.89",""
"1572321565-335","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/cat1260023","","https://www.tottus.com.pe/tottus/product/VERDE-PURO/Mix-de-Lechugas/10167214?navAction=jump&navCount=82","Mix de Lechugas   
										VERDE PURO","Bolsa x 200g","S/ 5.69",""
"1572321429-296","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Ver todas","https://www.tottus.com.pe/tottus/browse/Ver-todas/cat1260029","","https://www.tottus.com.pe/tottus/product/LA-PASTA/Pasta-Wantan/10165914?navAction=jump&navCount=12","Pasta Wantan   
										LA PASTA","Bolsa x 500g","S/ 2.99",""
"1572321999-443","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Fresas y Berries","https://www.tottus.com.pe/tottus/browse/Fresas-y-Berries/cat1310035","","https://www.tottus.com.pe/tottus/product/EL-HUERTO/Mix-Berries-Aguaymanto-y-Blueberrie/41231059?navAction=jump&navCount=300","Mix Berries Aguaymanto y Blueberrie  
										EL HUERTO","Envase x 300g","S/ 9.99",""
"1572321786-392","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Papas, Camotes y otros Tubérculos","https://www.tottus.com.pe/tottus/browse/Papas,-Camotes-y-otros-Tub%C3%A9rculos/cat1260016","","https://www.tottus.com.pe/tottus/product/TOTTUS/Papa-Cocktail/10164155?navAction=jump&navCount=198","Papa Cocktail   
										TOTTUS","1.6Kg es aprox. 1 malla","S/ 3.98","(
      S/ 2.49
    /KG)"
"1572321636-353","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ensaladas y Verduras Empacadas / Picadas","https://www.tottus.com.pe/tottus/browse/Ensaladas-y-Verduras-Empacadas-Picadas/11.02.07","","https://www.tottus.com.pe/tottus/product/TOTTUS/Verduras-para-Sopa-de-Verduras/41076352?navAction=jump&navCount=126","Verduras para Sopa de Verduras  
										TOTTUS","Envase x 600g","S/ 8.99",""
"1572322010-446","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Fresas y Berries","https://www.tottus.com.pe/tottus/browse/Fresas-y-Berries/cat1310035","","https://www.tottus.com.pe/tottus/product/TOTTUS/Fresas-Empacadas/40744165?navAction=jump&navCount=300","Fresas Empacadas  
										TOTTUS","Envase x 550g","S/ 7.99",""
"1572321593-343","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/cat1260023","","https://www.tottus.com.pe/tottus/product/TOTTUS/Ensalada-Personal/41304854?navAction=jump&navCount=82","Ensalada Personal  
										TOTTUS","Envase x 140g","S/ 6.69",""
"1572321538-329","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Verdura China","https://www.tottus.com.pe/tottus/browse/Verdura-China/cat1260025","","https://www.tottus.com.pe/tottus/product/TOTTUS/Col-China-Mitad/10164957?navAction=jump&navCount=52","Col China Mitad   
										TOTTUS","Unidad","S/ 5.49",""
"1572321464-307","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Ver todas","https://www.tottus.com.pe/tottus/browse/Ver-todas/cat1260029","","https://www.tottus.com.pe/tottus/product/TOTTUS/Apio/10162986?navAction=jump&navCount=12","Apio   
										TOTTUS","Unidad","S/ 2.29",""
"1572321988-440","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Fresas y Berries","https://www.tottus.com.pe/tottus/browse/Fresas-y-Berries/cat1310035","","https://www.tottus.com.pe/tottus/product/EL-HUERTO/Mix-Berries-Frambuesa-y-Bluberrie/41231058?navAction=jump&navCount=300","Mix Berries Frambuesa y Bluberrie  
										EL HUERTO","Envase x 100g","S/ 7.99",""
"1572321697-369","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/11.02.01","","https://www.tottus.com.pe/tottus/product/TOTTUS/Choclo-Serrano-Selecto/40349477?navAction=jump&navCount=156","Choclo Serrano Selecto   
										TOTTUS","Unidad","S/ 1.99",""
"1572321706-372","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/11.02.01","","https://www.tottus.com.pe/tottus/product/TOTTUS/Cebolla-Blanca/40322855?navAction=jump&navCount=156","Cebolla Blanca   
										TOTTUS","600g es aprox. 2un","S/ 1.19","(
      S/ 1.99
    /KG)"
"1572321889-418","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Brócoli, Apio y Hortalizas","https://www.tottus.com.pe/tottus/browse/Br%C3%B3coli,-Apio-y-Hortalizas/11.02.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Caihua/10162998?navAction=jump&navCount=242","Caihua   
										TOTTUS","Unidad","S/ 0.89",""
"1572321552-331","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/cat1260023","","https://www.tottus.com.pe/tottus/product/LINEA-VERDE/Salad-Mix-Primavera/20046331?navAction=jump&navCount=82","Salad Mix Primavera   
										LINEA VERDE","Envase x 200g","S/ 8.69",""
"1572321703-371","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/11.02.01","","https://www.tottus.com.pe/tottus/product/PACCU/Champi%C3%B1on-Entero/10399262?navAction=jump&navCount=156","Champiñon Entero  
										PACCU","Envase x 200g","S/ 5.99",""
"1572322152-483","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Manzanas, Plátanos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Manzanas,-Pl%C3%A1tanos-y-otros-B%C3%A1sicos/11.01.06","","https://www.tottus.com.pe/tottus/product/TOTTUS/Durazno-Premium/40632063?navAction=jump&navCount=364","Durazno Premium  
										TOTTUS","500g es aprox. 4un","S/ 5.50","(
      S/ 10.99
    /KG)"
"1572322075-461","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Papayas, Piñas y Tropicales","https://www.tottus.com.pe/tottus/browse/Papayas,-Pi%C3%B1as-y-Tropicales/11.01.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Tuna-Verde/10162777?navAction=jump&navCount=334","Tuna Verde  
										TOTTUS","700g es aprox. 4un","S/ 5.59","(
      S/ 7.99
    /KG)"
"1572321508-319","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Verdura China","https://www.tottus.com.pe/tottus/browse/Verdura-China/cat1260025","","https://www.tottus.com.pe/tottus/product/LA-CASTELLANA/Esparrago-Verde/40889198?navAction=jump&navCount=52","Esparrago Verde  
										LA CASTELLANA","Atado x 250g","S/ 5.59",""
"1572321667-362","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ensaladas y Verduras Empacadas / Picadas","https://www.tottus.com.pe/tottus/browse/Ensaladas-y-Verduras-Empacadas-Picadas/11.02.07","","https://www.tottus.com.pe/tottus/product/TOTTUS/Ensalada-Personal/41304854?navAction=jump&navCount=126","Ensalada Personal  
										TOTTUS","Envase x 140g","S/ 6.69",""
"1572321442-300","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Ver todas","https://www.tottus.com.pe/tottus/browse/Ver-todas/cat1260029","","https://www.tottus.com.pe/tottus/product/TOTTUS/Nabo/10163993?navAction=jump&navCount=12","Nabo   
										TOTTUS","Unidad","S/ 1.19",""
"1572321991-441","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Fresas y Berries","https://www.tottus.com.pe/tottus/browse/Fresas-y-Berries/cat1310035","","https://www.tottus.com.pe/tottus/product/TOTTUS/Zarzamora/41305360?navAction=jump&navCount=300","Zarzamora  
										TOTTUS","Envase x 100g","S/ 7.29",""
"1572322049-455","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Limones, Naranjas y otros Cítricos","https://www.tottus.com.pe/tottus/browse/Limones,-Naranjas-y-otros-C%C3%ADtricos/11.01.02","","https://www.tottus.com.pe/tottus/product/TOTTUS/Naranja-de-Jugo-Extra/10402488?navAction=jump&navCount=322","Naranja de Jugo Extra  
										TOTTUS","1Kg es aprox. 4un","S/ 1.39","(
      S/ 1.39
    /KG)"
"1572321720-376","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/11.02.01","","https://www.tottus.com.pe/tottus/product/TOTTUS/Papa-Rosada-Canch%C3%A1n-Procesada/40643618?navAction=jump&navCount=156","Papa Rosada Canchán Procesada  
										TOTTUS","1.5Kg es aprox. 4un","S/ 3.88","(
      S/ 2.59
    /KG)"
"1572321518-322","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Verdura China","https://www.tottus.com.pe/tottus/browse/Verdura-China/cat1260025","","https://www.tottus.com.pe/tottus/product/TOTTUS/Ajo-Entero-sin-Pelar/10162009?navAction=jump&navCount=52","Ajo Entero sin Pelar  
										TOTTUS","70g es aprox. 2un","S/ 0.91","(
      S/ 12.99
    /KG)"
"1572321444-301","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Ver todas","https://www.tottus.com.pe/tottus/browse/Ver-todas/cat1260029","","https://www.tottus.com.pe/tottus/product/TOTTUS/Berenjena/10162988?navAction=jump&navCount=12","Berenjena   
										TOTTUS","Unidad","S/ 2.89",""
"1572321829-403","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Cebollas, Ajos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Cebollas,-Ajos-y-otros-B%C3%A1sicos/11.02.02","","https://www.tottus.com.pe/tottus/product/TOTTUS/Ajo-Entero-sin-Pelar/10162009?navAction=jump&navCount=220","Ajo Entero sin Pelar  
										TOTTUS","70g es aprox. 2un","S/ 0.91","(
      S/ 12.99
    /KG)"
"1572322101-468","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Papayas, Piñas y Tropicales","https://www.tottus.com.pe/tottus/browse/Papayas,-Pi%C3%B1as-y-Tropicales/11.01.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Granadilla-Premium/40632060?navAction=jump&navCount=334","Granadilla Premium   
										TOTTUS","Unidad","S/ 0.69",""
